name;grep-runtime;grep-result;re-runtime;re-result;pcre2-runtime;pcre2-result;rsaregex-runtime;rsaregex-result;rsaregex-matchtime;js-runtime;js-result;java-runtime;java-result;net-runtime;net-result
0;0.02;False;0.02;True;0.01;True;ERR;ERR;ERR;0.07;True;ERR;ERR;0.08;True
1;0.01;False;0.02;True;0.01;True;ERR;ERR;ERR;0.06;True;0.06;True;0.04;True
2;0.02;False;0.01;False;0.01;False;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR
3;0.14;False;0.07;False;0.08;False;0.46;False;0.089217359;0.06;False;0.06;False;0.18;False
4;0.03;True;0.11;True;0.23;True;ERR;ERR;ERR;0.1;True;ERR;ERR;0.34;True
5;0.01;False;0.01;False;0.01;False;32.61;False;0.08294575299999707;0.07;False;ERR;ERR;0.03;False
6;0.01;False;0.01;True;0.01;True;ERR;ERR;ERR;0.05;True;0.34;False;0.04;True
7;0.01;False;0.01;False;0.01;False;0.5;False;0.25642339599999997;0.06;False;0.06;False;0.05;False
8;ERR;ERR;0.0;True;0.01;True;TO;TO;TO;0.05;True;0.04;True;0.04;True
9;0.02;False;0.01;False;0.01;False;2.65;False;0.1856132060000002;0.06;False;0.04;False;0.05;False
10;0.01;False;0.0;False;0.01;False;TO;TO;TO;0.06;False;0.03;False;0.05;False
11;ERR;ERR;0.0;False;0.01;False;ERR;ERR;ERR;0.05;False;0.03;False;0.03;False
12;0.02;True;0.0;True;0.01;True;0.16;True;0.001725151000000008;0.07;True;TO;TO;0.03;True
13;ERR;ERR;0.0;False;0.01;False;ERR;ERR;ERR;0.06;False;0.03;False;0.02;False
14;0.01;False;84.19;False;0.0;False;0.6;False;0.47923114899999997;12.19;False;60.11;False;TO;TO
15;0.0;False;0.01;False;0.01;False;ERR;ERR;ERR;0.06;False;0.06;False;0.04;False
16;0.0;False;0.0;False;0.06;False;TO;TO;TO;ERR;ERR;ERR;ERR;ERR;ERR
17;0.01;False;0.01;False;0.01;False;0.03;False;6.369999999998599e-06;0.06;False;0.02;False;0.04;False
18;0.01;False;0.01;False;0.04;False;ERR;ERR;ERR;ERR;ERR;0.2;False;0.09;False
19;0.02;False;0.01;False;0.01;False;ERR;ERR;ERR;0.07;False;0.02;False;0.05;False
20;0.01;False;0.0;False;0.01;False;ERR;ERR;ERR;0.05;False;0.03;False;0.04;False
21;0.01;False;0.01;False;0.01;False;ERR;ERR;ERR;0.06;False;0.03;False;0.03;False
22;0.01;False;0.01;False;0.01;False;ERR;ERR;ERR;0.05;False;0.05;False;0.03;False
23;0.01;False;0.24;False;0.01;False;TO;TO;TO;ERR;ERR;ERR;ERR;ERR;ERR
24;0.01;False;0.01;False;0.01;False;TO;TO;TO;0.06;False;0.06;False;0.03;False
25;0.01;False;0.08;False;0.01;False;30.37;False;0.16936700999999843;0.07;False;0.04;False;0.35;False
26;0.02;False;0.01;False;0.01;False;1.05;False;0.1627941930000001;0.06;False;0.06;False;0.03;False
27;0.01;False;0.01;False;0.01;False;0.03;False;8.183999999999969e-05;0.07;False;0.04;False;0.03;False
28;0.0;False;TO;TO;TO;TO;ERR;ERR;ERR;8.62;False;0.33;False;TO;TO
29;0.01;False;0.01;False;0.01;False;ERR;ERR;ERR;0.06;False;0.04;False;0.04;False
30;0.0;False;41.4;False;88.21;False;ERR;ERR;ERR;1.9;False;0.27;False;TO;TO
31;ERR;ERR;30.35;True;24.08;True;ERR;ERR;ERR;2.6;True;34.72;False;41.88;True
32;1.3;True;0.01;True;0.0;True;0.36;True;0.15468433500000003;0.06;True;0.04;False;0.06;True
33;0.01;False;3.45;False;0.01;False;ERR;ERR;ERR;6.25;False;18.26;False;0.15;False
34;0.01;False;0.0;False;0.01;False;0.27;False;0.22441423400000002;0.06;False;0.06;False;0.04;False
35;0.01;False;41.34;False;55.14;False;ERR;ERR;ERR;2.81;False;0.23;False;TO;TO
36;0.0;False;0.01;False;0.0;False;ERR;ERR;ERR;0.05;False;0.02;False;0.02;False
37;0.01;False;0.01;False;0.01;False;ERR;ERR;ERR;0.06;False;0.05;False;0.04;False
38;ERR;ERR;0.0;False;0.01;False;ERR;ERR;ERR;0.06;False;0.03;False;0.04;False
39;0.02;False;0.01;False;0.01;False;ERR;ERR;ERR;0.05;False;0.04;False;0.04;False
40;0.0;False;TO;TO;0.01;False;ERR;ERR;ERR;TO;TO;0.16;False;41.48;False
41;0.0;True;0.01;True;0.01;True;8.8;True;4.026365135;0.06;True;ERR;ERR;0.04;True
42;TO;TO;0.38;False;0.77;False;0.26;False;0.228964499;0.16;False;0.6;False;1.47;False
43;0.01;False;0.01;True;0.01;True;0.23;True;0.20690620699999998;0.06;True;0.05;True;0.05;True
44;0.01;False;0.01;True;ERR;ERR;TO;TO;TO;0.06;True;0.04;True;0.04;True
45;0.0;False;0.01;False;0.01;False;ERR;ERR;ERR;0.07;False;ERR;ERR;0.05;False
46;0.01;False;0.01;False;0.01;False;TO;TO;TO;0.06;False;0.04;False;0.02;False
47;0.01;False;0.01;True;0.01;True;ERR;ERR;ERR;0.06;True;ERR;ERR;0.03;True
48;ERR;ERR;0.01;True;0.0;True;ERR;ERR;ERR;0.05;True;0.05;True;0.03;True
49;0.01;False;TO;TO;0.01;False;TO;TO;TO;TO;TO;ERR;ERR;TO;TO
50;0.01;True;0.01;True;0.01;True;0.37;True;0.193199164;0.07;True;0.05;True;0.04;True
51;0.02;False;0.01;True;0.01;True;7.02;True;0.3232207730000001;ERR;ERR;ERR;ERR;ERR;ERR
52;ERR;ERR;0.01;False;0.01;False;1.77;False;0.15049845100000003;0.05;False;0.06;False;0.03;False
53;0.0;False;0.01;True;0.0;True;ERR;ERR;ERR;0.06;True;0.04;False;0.03;True
54;ERR;ERR;0.01;False;ERR;ERR;ERR;ERR;ERR;0.06;False;ERR;ERR;0.04;False
55;0.01;False;0.01;False;0.01;False;ERR;ERR;ERR;0.06;False;0.02;False;0.04;False
56;0.01;False;0.01;False;0.01;False;TO;TO;TO;0.07;False;0.04;False;0.04;False
57;0.01;False;0.01;False;0.0;False;38.26;False;8.393999999611879e-05;0.05;False;0.02;False;0.03;False
58;0.01;False;1.02;False;0.01;False;ERR;ERR;ERR;0.22;False;0.03;False;0.04;False
59;0.0;False;0.01;False;0.01;False;ERR;ERR;ERR;0.06;False;0.04;False;0.04;False
60;0.01;False;0.01;False;0.01;False;ERR;ERR;ERR;0.05;False;ERR;ERR;0.04;False
61;0.01;False;0.01;False;0.01;False;0.18;False;5.475000000002006e-05;0.06;False;0.04;False;0.03;False
62;0.01;False;TO;TO;0.01;False;2.25;False;0.12627674599999983;TO;TO;5.85;False;66.06;False
63;0.01;False;0.02;False;0.02;False;0.02;False;0.0003279909999999997;0.07;False;0.14;False;0.06;False
64;TO;TO;44.16;True;0.48;True;ERR;ERR;ERR;0.13;True;0.03;False;1.18;True
65;ERR;ERR;0.01;False;0.0;False;9.7;False;0.00011533999999890909;0.06;False;0.03;False;0.04;False
66;0.01;False;0.01;False;0.01;False;ERR;ERR;ERR;0.04;False;0.04;False;0.03;False
67;0.03;True;0.09;True;0.22;True;ERR;ERR;ERR;0.08;True;ERR;ERR;0.37;True
68;0.01;False;0.03;False;0.0;False;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR
69;ERR;ERR;0.01;False;0.01;False;8.37;False;0.0018170319999999407;0.06;False;0.04;False;0.03;False
70;0.01;False;TO;TO;ERR;ERR;0.13;False;0.0006311510000000242;TO;TO;TO;TO;TO;TO
71;ERR;ERR;0.01;False;0.01;False;ERR;ERR;ERR;0.06;False;0.02;False;0.04;False
72;0.01;False;0.01;False;ERR;ERR;0.06;False;0.0006676810000000033;0.05;False;0.09;False;0.04;False
73;91.97;True;0.01;True;0.0;True;0.57;True;0.502951773;0.06;True;6.03;False;0.03;True
74;ERR;ERR;0.01;True;0.0;True;0.41;True;0.089294969;0.06;True;0.04;True;0.03;True
75;0.01;False;0.01;False;0.0;False;0.22;False;1.2559999999994798e-05;0.05;False;0.03;False;0.03;False
76;0.01;False;0.0;False;0.01;False;ERR;ERR;ERR;0.07;False;0.03;False;0.04;False
77;ERR;ERR;0.01;False;0.01;False;ERR;ERR;ERR;0.06;False;ERR;ERR;0.03;False
78;0.03;True;0.01;True;0.01;True;ERR;ERR;ERR;0.07;True;0.06;True;0.03;True
79;0.01;False;0.0;False;0.01;False;ERR;ERR;ERR;0.06;False;0.03;False;0.03;False
80;8.08;True;0.01;False;0.01;False;ERR;ERR;ERR;0.05;False;0.02;False;0.04;False
81;0.0;False;0.02;False;0.03;False;ERR;ERR;ERR;0.06;False;0.18;False;0.08;False
82;0.01;False;0.01;False;0.01;False;ERR;ERR;ERR;0.06;False;0.03;False;0.04;False
83;0.0;False;2.22;False;0.08;False;ERR;ERR;ERR;0.49;False;1.24;False;5.14;False
84;0.01;False;4.43;False;0.01;False;ERR;ERR;ERR;5.58;False;0.04;False;0.15;False
85;0.0;False;0.0;False;0.01;False;ERR;ERR;ERR;0.05;False;0.04;False;0.04;False
86;0.01;False;0.01;False;0.01;False;ERR;ERR;ERR;0.06;False;0.06;False;0.04;False
87;0.01;False;0.0;False;ERR;ERR;ERR;ERR;ERR;0.05;False;0.04;False;0.04;False
88;ERR;ERR;0.02;True;0.01;True;ERR;ERR;ERR;0.07;True;ERR;ERR;0.03;True
89;0.01;False;31.28;False;2.5;False;ERR;ERR;ERR;5.59;False;40.79;False;0.15;False
90;0.01;False;1.52;False;2.09;False;ERR;ERR;ERR;0.15;False;1.16;False;5.14;False
91;ERR;ERR;0.01;False;0.01;False;ERR;ERR;ERR;0.06;False;0.03;False;0.05;False
92;ERR;ERR;0.01;False;0.01;False;16.96;False;0.1719989720000008;0.06;False;0.04;False;0.05;False
93;0.02;True;0.0;True;0.01;True;ERR;ERR;ERR;0.05;True;0.06;False;0.04;True
94;ERR;ERR;0.0;False;0.01;False;1.78;False;0.19979634999999996;0.06;False;0.04;False;0.03;False
95;0.01;False;0.01;False;0.0;False;ERR;ERR;ERR;0.07;False;0.05;False;0.03;False
96;ERR;ERR;TO;TO;0.01;False;0.28;False;0.0007855709999999849;TO;TO;TO;TO;TO;TO
97;0.0;False;0.01;False;0.01;False;ERR;ERR;ERR;0.05;False;0.04;False;0.02;False
98;0.01;False;0.72;False;0.72;False;90.06;False;0.7443780140000058;0.15;False;ERR;ERR;1.41;False
99;0.01;False;0.74;False;0.01;False;ERR;ERR;ERR;1.16;False;1.68;False;0.05;False
100;ERR;ERR;0.01;True;0.01;True;ERR;ERR;ERR;0.07;True;0.04;False;0.04;True
101;0.01;False;TO;TO;0.0;False;ERR;ERR;ERR;TO;TO;0.15;False;0.04;False
102;0.01;False;0.01;False;0.01;False;ERR;ERR;ERR;0.06;False;0.03;False;0.04;False
103;0.01;False;0.01;True;0.01;True;0.41;True;0.14129056099999998;ERR;ERR;ERR;ERR;ERR;ERR
104;TO;TO;0.01;True;0.0;True;0.67;True;0.34277460200000004;0.06;True;0.05;False;0.04;True
105;TO;TO;0.32;False;0.69;False;ERR;ERR;ERR;0.06;True;0.48;False;1.35;False
106;0.01;False;0.01;True;0.0;True;8.7;True;0.23489455500000034;ERR;ERR;ERR;ERR;ERR;ERR
107;ERR;ERR;TO;TO;ERR;ERR;ERR;ERR;ERR;TO;TO;TO;TO;TO;TO
108;0.01;False;19.78;False;0.01;False;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR
109;0.01;False;0.01;False;0.0;False;2.75;False;0.10819208800000002;0.05;False;0.04;False;0.03;False
110;ERR;ERR;0.0;False;0.01;False;ERR;ERR;ERR;0.06;False;0.03;False;0.03;False
111;TO;TO;0.01;True;0.01;True;ERR;ERR;ERR;0.06;True;TO;TO;0.02;True
112;0.01;False;0.01;True;0.01;True;7.01;True;0.219824429;ERR;ERR;ERR;ERR;ERR;ERR
113;0.01;False;0.83;False;0.01;False;ERR;ERR;ERR;0.1;False;0.06;False;1.9;False
114;0.02;False;0.01;True;0.01;True;ERR;ERR;ERR;0.06;True;TO;TO;0.02;True
115;0.01;False;0.01;False;0.01;False;ERR;ERR;ERR;0.05;False;0.06;False;0.03;False
116;0.01;False;0.0;False;0.01;False;ERR;ERR;ERR;0.06;False;0.05;False;0.03;False
117;0.01;False;0.0;False;0.01;False;0.06;False;0.03052457;0.06;False;0.04;False;0.05;False
118;0.01;False;0.01;True;0.01;True;ERR;ERR;ERR;0.05;True;0.32;False;0.04;True
119;0.01;False;0.01;False;0.01;False;ERR;ERR;ERR;0.07;False;0.1;False;0.05;False
120;0.01;False;0.0;False;0.0;False;ERR;ERR;ERR;0.07;False;0.03;False;0.03;False
121;0.01;False;0.01;False;0.01;False;ERR;ERR;ERR;0.07;False;0.03;False;0.03;False
122;0.01;False;0.01;False;0.01;False;ERR;ERR;ERR;0.06;False;0.04;False;0.03;False
123;0.01;False;ERR;ERR;0.01;True;ERR;ERR;ERR;0.05;True;0.07;True;0.05;True
124;TO;TO;TO;TO;ERR;ERR;ERR;ERR;ERR;TO;TO;TO;TO;TO;TO
125;0.02;False;0.01;True;0.01;True;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR
126;0.01;False;0.01;False;ERR;ERR;0.05;False;0.0006755110000000036;0.06;False;0.07;False;0.03;False
127;0.01;False;0.0;False;0.01;False;0.76;False;2.491000000004462e-05;0.06;False;0.01;False;0.02;False
128;TO;TO;TO;TO;TO;TO;ERR;ERR;ERR;TO;TO;0.28;False;TO;TO
129;ERR;ERR;0.01;False;ERR;ERR;TO;TO;TO;0.07;False;0.05;False;0.04;False
130;0.01;False;0.01;False;0.01;False;0.26;False;0.17491984500000002;0.06;False;0.02;False;0.03;False
131;0.02;False;0.0;False;0.01;False;ERR;ERR;ERR;0.07;False;0.02;False;0.02;False
132;ERR;ERR;TO;TO;0.01;False;ERR;ERR;ERR;74.2;False;0.73;False;TO;TO
133;0.01;False;1.23;False;3.16;False;ERR;ERR;ERR;0.4;False;1.56;False;5.68;False
134;0.01;False;TO;TO;TO;TO;ERR;ERR;ERR;TO;TO;2.59;False;TO;TO
135;88.69;False;0.51;False;0.79;False;0.38;False;0.24480201499999998;0.11;False;0.53;False;1.7;False
136;0.01;False;87.07;False;0.01;False;0.8;False;0.519134539;12.22;False;60.91;False;TO;TO
137;0.0;False;1.73;False;3.91;False;ERR;ERR;ERR;0.46;False;1.68;False;7.33;False
138;0.0;False;0.0;False;0.01;False;ERR;ERR;ERR;0.06;False;0.03;False;0.03;False
139;0.01;False;0.1;False;0.13;False;0.49;False;0.09423747399999999;0.09;False;ERR;ERR;0.36;False
140;0.0;False;0.0;False;0.01;False;0.04;False;1.1770000000001224e-05;0.06;False;0.03;False;0.04;False
141;0.01;False;58.31;False;82.37;False;ERR;ERR;ERR;3.26;False;0.25;False;TO;TO
142;0.02;False;0.01;False;0.0;False;0.71;False;0.12991313000000004;0.06;False;0.04;False;0.04;False
143;0.02;False;0.01;False;0.01;False;0.04;False;4.814000000000207e-05;0.06;False;0.04;False;0.03;False
144;0.01;False;0.01;False;0.0;False;ERR;ERR;ERR;0.06;False;0.03;False;0.04;False
145;ERR;ERR;1.8;False;1.38;False;ERR;ERR;ERR;0.1;False;0.08;False;1.65;False
146;0.01;False;10.22;False;0.01;False;13.06;False;0.32364769399999993;0.26;False;4.08;False;15.07;False
147;0.01;True;0.01;False;0.01;False;TO;TO;TO;0.05;False;0.03;False;0.05;False
148;0.01;False;0.0;False;0.0;False;ERR;ERR;ERR;0.05;False;0.04;False;0.03;False
149;0.01;False;0.0;False;0.01;False;ERR;ERR;ERR;0.05;False;0.03;False;0.03;False
150;0.01;False;0.59;False;0.01;False;40.36;False;0.2161781159999947;0.09;False;0.48;False;1.04;False
151;TO;TO;0.4;False;0.84;False;0.18;False;0.142451512;0.15;False;0.51;False;1.58;False
152;ERR;ERR;0.01;False;0.01;False;2.28;False;1.4339999999890551e-05;0.05;False;0.04;False;0.03;False
153;0.01;False;0.0;True;0.01;True;4.46;True;0.3595508890000003;ERR;ERR;ERR;ERR;ERR;ERR
154;0.01;False;0.05;False;0.05;False;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR
155;0.02;False;0.01;False;0.01;False;TO;TO;TO;0.07;False;ERR;ERR;0.04;False
156;0.0;False;0.19;False;0.1;False;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR
157;0.0;False;0.0;False;0.01;False;0.03;False;8.349999999997249e-06;0.05;False;0.05;False;0.04;False
158;0.02;False;0.01;False;0.01;False;ERR;ERR;ERR;0.05;False;0.04;False;0.02;False
159;0.53;False;61.99;False;0.01;False;ERR;ERR;ERR;5.76;False;0.19;False;0.87;False
160;0.06;True;0.89;True;1.75;True;0.42;True;0.370809861;0.38;True;0.78;True;3.55;True
161;0.01;False;0.01;False;0.0;False;ERR;ERR;ERR;0.06;False;0.03;False;0.04;False
162;0.01;False;0.01;True;0.0;True;6.01;True;0.21383238399999982;ERR;ERR;0.1;False;0.04;True
163;ERR;ERR;0.04;False;0.03;False;2.65;False;0.366301016;0.09;False;ERR;ERR;0.03;False
164;0.01;False;0.01;False;0.01;False;ERR;ERR;ERR;0.06;False;0.03;False;0.04;False
165;0.0;False;0.01;True;0.01;True;ERR;ERR;ERR;0.06;True;0.04;False;0.03;True
166;0.01;False;0.01;False;0.01;False;0.22;False;0.132775333;0.05;False;0.03;False;0.04;False
167;0.01;False;0.94;False;1.28;False;ERR;ERR;ERR;0.18;False;ERR;ERR;1.48;False
168;0.01;False;0.01;False;0.01;False;0.18;False;0.00013515000000000055;0.06;False;0.03;False;0.03;False
169;ERR;ERR;0.01;True;0.01;True;ERR;ERR;ERR;0.06;True;0.03;True;0.04;True
170;0.01;False;0.67;False;1.11;False;ERR;ERR;ERR;0.12;False;0.5;False;1.47;False
171;0.02;False;0.01;False;0.01;False;ERR;ERR;ERR;0.06;False;0.05;False;0.05;False
172;20.18;True;0.01;True;0.01;True;1.37;True;0.24867579899999992;0.05;True;0.19;False;0.03;True
173;0.01;False;43.17;False;57.73;False;ERR;ERR;ERR;3.57;False;0.21;False;TO;TO
174;0.01;False;0.11;False;0.16;False;ERR;ERR;ERR;0.07;False;0.22;False;0.37;False
175;7.11;True;0.0;True;0.01;True;ERR;ERR;ERR;0.07;True;0.05;True;0.05;True
176;0.01;False;0.0;False;0.0;False;ERR;ERR;ERR;0.06;False;0.02;False;0.03;False
177;0.01;False;0.01;False;0.01;False;TO;TO;TO;0.06;False;0.04;False;0.04;False
178;0.0;True;0.01;False;0.01;False;ERR;ERR;ERR;0.07;False;0.02;False;0.04;False
179;0.01;False;0.01;True;0.01;True;4.52;True;0.2779482869999992;ERR;ERR;ERR;ERR;ERR;ERR
180;ERR;ERR;0.0;False;0.01;False;ERR;ERR;ERR;0.05;False;0.04;False;0.03;False
181;0.01;False;TO;TO;0.01;False;ERR;ERR;ERR;TO;TO;0.04;False;TO;TO
182;0.01;False;0.01;False;0.01;False;ERR;ERR;ERR;0.05;False;0.07;False;0.04;False
183;TO;TO;76.58;True;0.44;True;ERR;ERR;ERR;0.15;True;40.28;False;1.22;True
184;TO;TO;0.0;True;0.01;True;32.37;True;20.477379700999997;0.05;True;0.05;True;0.03;True
185;0.02;False;0.06;False;0.06;False;0.39;False;0.057877177999999974;0.07;False;0.03;False;0.13;False
186;TO;TO;0.01;True;0.0;True;TO;TO;TO;0.06;True;0.03;True;0.03;True
187;0.0;False;0.01;True;0.0;True;4.46;True;0.3033764529999994;ERR;ERR;ERR;ERR;ERR;ERR
188;TO;TO;0.01;True;0.01;True;0.36;True;0.33121047099999995;0.06;True;0.05;True;0.04;True
189;0.01;False;0.17;False;0.0;False;TO;TO;TO;ERR;ERR;ERR;ERR;ERR;ERR
190;0.01;False;0.01;False;0.01;False;ERR;ERR;ERR;0.06;False;0.03;False;0.04;False
191;0.01;False;0.0;False;0.01;False;ERR;ERR;ERR;0.05;False;0.03;False;0.03;False
192;ERR;ERR;0.0;True;0.01;True;TO;TO;TO;0.07;True;0.53;False;0.02;True
193;0.02;False;0.0;False;0.01;False;TO;TO;TO;0.06;False;0.04;False;0.03;False
194;0.02;False;0.01;False;0.01;False;ERR;ERR;ERR;0.06;False;0.02;False;0.03;False
195;0.01;False;0.01;False;0.03;False;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR
196;ERR;ERR;0.02;False;0.02;False;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR
197;0.01;False;0.01;False;0.0;False;ERR;ERR;ERR;0.06;False;0.04;False;0.03;False
198;ERR;ERR;0.0;True;0.01;True;ERR;ERR;ERR;0.06;True;ERR;ERR;0.05;True
199;0.01;False;0.43;False;0.01;False;ERR;ERR;ERR;0.17;False;0.07;False;1.64;False
200;0.01;False;0.0;False;0.01;False;ERR;ERR;ERR;0.06;False;0.04;False;0.04;False
201;0.02;False;1.22;False;0.01;False;TO;TO;TO;0.15;False;0.04;False;0.69;False
202;4.11;False;1.99;False;0.0;False;1.38;False;0.14473618399999988;0.8;False;0.06;False;0.04;False
203;0.01;False;0.01;False;0.0;False;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR
204;0.01;True;0.01;True;0.01;True;2.34;True;0.2278833269999998;0.06;True;0.02;False;0.05;True
205;0.01;False;0.01;False;0.0;False;ERR;ERR;ERR;0.07;False;0.03;False;0.02;False
206;0.01;False;0.72;False;1.75;False;ERR;ERR;ERR;0.23;False;0.84;False;3.68;False
207;0.01;True;0.0;True;0.01;True;0.23;True;0.001159781999999998;0.06;True;0.04;False;0.04;True
208;ERR;ERR;0.01;True;0.0;True;TO;TO;TO;0.06;True;0.03;True;0.04;True
209;0.39;False;0.01;False;0.01;False;0.23;False;0.18967785899999998;0.06;False;0.05;False;0.02;False
210;0.01;False;0.01;False;0.01;False;7.46;False;0.3406315900000001;0.07;False;0.12;False;0.04;False
211;ERR;ERR;0.0;False;0.0;False;13.77;False;0.1472374669999983;0.06;False;0.04;False;0.05;False
212;TO;TO;TO;TO;ERR;ERR;TO;TO;TO;TO;TO;TO;TO;TO;TO
213;0.04;True;0.0;True;0.01;True;1.1;True;0.21629379599999987;0.05;True;0.13;False;0.04;True
214;0.02;False;0.01;False;0.01;False;ERR;ERR;ERR;0.06;False;0.03;False;0.03;False
215;ERR;ERR;TO;TO;ERR;ERR;TO;TO;TO;TO;TO;ERR;ERR;TO;TO
216;0.01;False;0.01;False;0.01;False;ERR;ERR;ERR;0.06;False;0.05;False;0.04;False
217;0.01;False;0.01;False;0.01;False;ERR;ERR;ERR;0.06;False;0.03;False;0.04;False
218;0.01;False;0.01;True;0.01;True;11.22;True;0.3882704979999989;ERR;ERR;ERR;ERR;ERR;ERR
219;0.39;True;0.01;True;0.01;True;ERR;ERR;ERR;0.06;True;0.05;True;0.04;True
220;0.01;False;2.51;False;4.51;False;0.44;False;0.362373863;0.59;False;2.41;False;8.17;False
221;0.01;False;0.01;False;0.0;False;1.18;False;2.2780000000111045e-05;0.06;False;0.04;False;0.03;False
222;0.01;False;0.01;True;0.01;True;15.74;True;0.2504479909999997;0.06;True;0.1;False;0.03;True
223;ERR;ERR;0.0;False;0.01;False;ERR;ERR;ERR;0.06;False;0.04;False;0.03;False
224;0.02;True;0.01;True;0.01;True;ERR;ERR;ERR;0.05;True;0.06;False;0.04;True
225;ERR;ERR;0.01;False;0.01;False;ERR;ERR;ERR;0.04;False;0.02;False;0.02;False
226;0.02;False;0.0;False;0.01;False;0.03;False;2.5480000000001335e-05;0.05;False;0.03;False;0.03;False
227;0.01;True;0.01;False;0.0;False;ERR;ERR;ERR;0.05;False;0.04;False;0.03;False
228;0.01;False;0.01;True;0.01;True;5.26;True;0.1983864689999999;ERR;ERR;ERR;ERR;ERR;ERR
229;TO;TO;0.0;True;0.01;True;ERR;ERR;ERR;0.06;True;0.24;False;0.04;True
230;23.74;True;0.01;True;0.01;True;0.32;True;0.28577441600000003;0.06;True;0.06;True;0.04;True
231;ERR;ERR;0.01;True;0.01;True;ERR;ERR;ERR;0.05;True;0.03;False;0.03;True
232;0.01;False;TO;TO;0.0;False;2.67;False;0.15585761600000003;59.88;False;3.76;False;TO;TO
233;0.01;False;25.78;False;39.62;False;ERR;ERR;ERR;2.31;False;4.07;False;56.07;False
234;0.0;False;0.1;False;0.06;False;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR
235;0.01;False;0.01;True;0.01;True;0.31;True;0.03408904400000001;0.06;True;ERR;ERR;0.03;True
236;0.01;False;0.01;False;0.0;False;ERR;ERR;ERR;ERR;ERR;0.06;False;0.03;False
237;0.01;False;TO;TO;0.01;False;10.9;False;0.17846881900000078;TO;TO;TO;TO;TO;TO
238;0.01;False;23.41;False;35.87;False;ERR;ERR;ERR;1.45;False;0.18;False;69.57;False
239;0.01;False;0.01;False;0.01;False;12.1;False;0.00023302099999966686;0.06;False;0.03;False;0.04;False
240;0.01;False;0.01;False;0.01;False;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR
241;0.01;True;0.01;False;0.0;False;TO;TO;TO;0.06;False;0.03;False;0.03;False
242;0.01;False;0.01;False;ERR;ERR;ERR;ERR;ERR;0.06;False;0.03;False;0.04;False
243;0.0;False;0.06;False;0.04;False;0.4;False;0.288032868;0.13;False;0.16;False;0.03;False
244;TO;TO;TO;TO;ERR;ERR;0.16;False;0.126979857;TO;TO;TO;TO;TO;TO
245;ERR;ERR;TO;TO;4.88;False;ERR;ERR;ERR;39.35;False;41.2;False;TO;TO
246;0.01;False;0.01;False;0.01;False;1.16;False;0.18927776900000004;0.06;False;0.05;False;0.03;False
247;ERR;ERR;0.01;True;0.0;True;0.45;False;0.15492015499999995;ERR;ERR;0.04;False;0.03;True
248;ERR;ERR;0.01;False;ERR;ERR;ERR;ERR;ERR;0.05;False;ERR;ERR;0.04;False
249;0.0;False;0.43;False;0.52;False;ERR;ERR;ERR;0.16;False;ERR;ERR;1.12;False
250;ERR;ERR;0.01;False;0.0;False;0.04;False;9.939999999999949e-06;0.06;False;0.04;False;0.03;False
251;0.01;False;0.01;False;0.01;False;ERR;ERR;ERR;0.05;False;0.03;False;0.04;False
252;0.01;False;3.07;False;4.54;False;ERR;ERR;ERR;0.24;False;2.5;False;9.98;False
253;ERR;ERR;0.01;False;0.01;False;8.2;False;0.0019732819999997986;0.06;False;0.03;False;0.03;False
254;ERR;ERR;0.0;True;0.01;True;TO;TO;TO;0.08;True;0.05;True;0.03;True
255;0.01;False;0.0;False;0.01;False;1.68;False;0.14514312500000015;0.07;False;0.04;False;0.05;False
256;0.01;True;0.0;True;0.01;True;ERR;ERR;ERR;0.06;True;0.05;True;0.04;True
257;0.15;True;0.01;True;0.01;True;ERR;ERR;ERR;0.05;True;0.07;False;0.03;True
258;ERR;ERR;0.0;False;0.01;False;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR
259;0.01;False;0.0;False;0.01;False;ERR;ERR;ERR;0.07;False;0.03;False;0.05;False
260;0.0;False;0.0;False;0.01;False;ERR;ERR;ERR;0.07;False;0.04;False;0.03;False
261;0.01;False;0.01;True;0.01;True;ERR;ERR;ERR;0.06;True;0.02;False;0.04;True
262;0.0;False;0.0;False;0.01;False;TO;TO;TO;0.06;False;ERR;ERR;0.03;False
263;ERR;ERR;0.0;True;0.01;True;ERR;ERR;ERR;0.06;True;0.04;False;0.04;True
264;TO;TO;0.01;True;0.01;True;ERR;ERR;ERR;0.06;True;0.03;True;0.02;True
265;0.01;False;0.0;False;0.01;False;ERR;ERR;ERR;0.06;False;0.02;False;0.03;False
266;ERR;ERR;0.01;True;0.0;True;ERR;ERR;ERR;0.05;True;0.04;True;0.03;True
