name;grep-runtime;grep-result;re-runtime;re-result;pcre2-runtime;pcre2-result;rsaregex-runtime;rsaregex-result;rsaregex-matchtime;notrackrsa-runtime;notrackrsa-result;notrackrsa-matchtime;js-runtime;java-runtime;net-runtime;rsacpp-runtime;rsacpp-result;rsacpp-matchtime
711;0.01;False;0.01;False;0.01;False;1.02;False;0.07915306899999996;2.59;False;0.07017672500000005;ERR;ERR;ERR;ERR;ERR;ERR
712;0.01;False;0.0;False;0.01;False;23.74;False;0.23297393400000033;21.85;False;0.24544815800000208;ERR;ERR;ERR;ERR;ERR;ERR
713;0.09;True;0.0;True;0.01;True;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR
714;0.01;False;46.91;False;66.19;False;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR
715;0.01;False;70.49;False;3.2;False;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR
716;0.01;False;0.0;True;0.01;True;4.21;True;0.2627356059999997;7.13;True;0.5420442990000005;ERR;ERR;ERR;ERR;ERR;ERR
717;0.01;True;0.01;True;0.01;True;0.37;True;0.145346265;0.32;True;0.14757781400000003;ERR;ERR;ERR;ERR;ERR;ERR
718;0.01;False;0.0;False;0.01;False;2.19;False;0.1987506349999999;40.84;False;0.3920808940000029;ERR;ERR;ERR;ERR;ERR;ERR
719;0.01;False;18.17;False;8.67;False;TO;TO;TO;32.71;False;0.8220182289999975;ERR;ERR;ERR;ERR;ERR;ERR
720;0.01;False;1.7;False;0.02;False;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR
721;3.25;False;3.57;False;12.16;False;0.25;False;0.229069784;0.25;False;0.22149095800000002;ERR;ERR;ERR;ERR;ERR;ERR
722;6.21;True;0.36;True;0.95;True;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR
723;ERR;ERR;0.01;True;0.0;True;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR
724;0.0;True;0.01;False;0.01;False;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR
725;0.01;False;0.01;False;0.0;False;0.03;False;2.2793999999999592e-05;0.03;False;1.991999999999966e-05;ERR;ERR;ERR;ERR;ERR;ERR
726;0.01;False;0.01;False;0.01;False;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR
727;0.0;False;0.08;False;0.0;False;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR
728;0.01;True;TO;TO;ERR;ERR;0.57;True;0.24726175;13.59;True;3.394917631;ERR;ERR;ERR;ERR;ERR;ERR
729;0.02;True;0.01;True;0.01;True;0.15;True;0.0008569760000000093;0.09;True;0.0011872620000000084;ERR;ERR;ERR;ERR;ERR;ERR
730;0.01;False;1.95;False;2.53;False;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR
731;0.01;False;0.01;False;0.01;False;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR
732;TO;TO;0.01;True;0.01;True;2.18;True;0.19264369799999992;TO;TO;TO;ERR;ERR;ERR;ERR;ERR;ERR
733;0.63;True;0.01;True;0.01;True;0.53;True;0.15172089300000002;10.83;True;0.3157996159999996;ERR;ERR;ERR;ERR;ERR;ERR
734;0.01;False;0.01;False;0.01;False;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR
735;0.01;False;0.01;False;0.01;False;0.18;False;5.078599999999711e-05;0.08;False;4.28339999999916e-05;ERR;ERR;ERR;ERR;ERR;ERR
736;0.01;True;0.0;True;0.0;True;0.26;True;0.001323496999999979;0.14;True;0.002117489;ERR;ERR;ERR;ERR;ERR;ERR
737;0.0;False;0.01;False;0.01;False;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR
738;ERR;ERR;0.01;False;0.01;False;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR
739;0.01;False;0.01;False;0.01;False;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR
740;0.01;False;0.01;False;0.01;False;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR
741;0.0;False;0.41;False;0.75;False;3.76;False;0.25990557800000014;1.01;False;0.329705157;ERR;ERR;ERR;ERR;ERR;ERR
742;0.01;False;0.0;True;0.0;True;0.13;True;0.097957705;0.13;True;0.09462684500000001;ERR;ERR;ERR;ERR;ERR;ERR
743;ERR;ERR;0.01;True;0.01;True;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR
744;0.01;False;0.68;False;0.01;False;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR
745;0.0;False;0.01;True;0.01;True;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR
746;0.01;False;1.06;False;0.01;False;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR
747;0.0;False;0.01;False;0.01;False;0.35;False;8.945500000001605e-05;0.1;False;8.744200000000701e-05;ERR;ERR;ERR;ERR;ERR;ERR
748;0.01;False;16.95;False;0.0;False;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR
749;0.01;False;3.75;False;0.01;False;1.34;False;0.14063892999999994;14.4;False;0.6184008199999997;ERR;ERR;ERR;ERR;ERR;ERR
750;0.01;False;0.01;True;0.01;True;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR
751;0.01;False;0.01;False;0.0;False;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR
752;ERR;ERR;0.13;False;0.1;False;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR
753;0.01;False;0.68;False;0.01;False;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR
754;0.01;False;0.03;False;0.02;False;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR
755;0.0;False;0.01;True;0.01;True;0.2;True;0.0009617840000000211;0.11;True;0.001434764000000005;ERR;ERR;ERR;ERR;ERR;ERR
756;0.01;False;0.01;False;0.01;False;TO;TO;TO;TO;TO;TO;ERR;ERR;ERR;ERR;ERR;ERR
757;0.01;False;0.75;False;1.11;False;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR
758;0.01;False;0.01;False;0.0;False;1.1;False;0.11459361499999998;1.85;False;0.09912643799999987;ERR;ERR;ERR;ERR;ERR;ERR
759;0.05;False;0.01;True;0.01;True;0.11;True;0.072443087;2.05;True;1.307647618;ERR;ERR;ERR;ERR;ERR;ERR
760;0.02;False;0.01;False;0.0;False;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR
761;0.01;False;TO;TO;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR
762;0.02;False;0.91;False;0.01;False;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR
763;ERR;ERR;TO;TO;0.5;False;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR
764;0.01;False;1.41;False;0.0;False;TO;TO;TO;TO;TO;TO;ERR;ERR;ERR;ERR;ERR;ERR
765;0.49;True;0.01;False;0.01;False;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR
766;0.01;True;0.01;False;0.0;False;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR
767;0.01;False;0.01;False;0.01;False;TO;TO;TO;TO;TO;TO;ERR;ERR;ERR;ERR;ERR;ERR
768;0.01;False;0.0;False;0.01;False;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR
769;0.01;False;TO;TO;ERR;ERR;5.98;False;0.6932091070000004;2.62;False;1.056329851;ERR;ERR;ERR;ERR;ERR;ERR
770;ERR;ERR;0.01;False;0.01;False;TO;TO;TO;18.54;False;0.0016433970000004905;ERR;ERR;ERR;ERR;ERR;ERR
771;0.02;False;0.01;True;0.01;True;0.49;True;0.263238591;1.92;True;0.632886473;ERR;ERR;ERR;ERR;ERR;ERR
772;0.01;False;0.0;False;0.01;False;2.58;False;0.19569181300000005;1.11;False;0.15198801299999998;ERR;ERR;ERR;ERR;ERR;ERR
773;0.0;False;TO;TO;0.0;False;0.31;False;0.04776475500000002;0.99;False;0.27437175199999997;ERR;ERR;ERR;ERR;ERR;ERR
774;TO;TO;0.99;False;1.38;False;0.15;False;0.11352936800000002;0.22;False;0.17746420400000001;ERR;ERR;ERR;ERR;ERR;ERR
775;0.02;False;0.0;True;0.01;True;1.2;True;0.14229547500000006;2.59;True;0.35384380000000015;ERR;ERR;ERR;ERR;ERR;ERR
776;0.01;False;0.0;False;0.01;False;0.08;False;0.06021078700000001;0.08;False;0.056392615;ERR;ERR;ERR;ERR;ERR;ERR
777;0.01;False;19.02;False;0.01;False;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR
778;0.01;False;0.01;False;0.0;False;1.95;False;0.20057140800000006;1.58;False;0.18177441299999986;ERR;ERR;ERR;ERR;ERR;ERR
779;0.02;False;0.01;False;0.0;False;TO;TO;TO;TO;TO;TO;ERR;ERR;ERR;ERR;ERR;ERR
780;0.0;False;0.01;False;0.01;False;0.16;False;0.074635998;0.12;False;0.06308467;ERR;ERR;ERR;ERR;ERR;ERR
781;TO;TO;0.01;True;0.01;True;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR
782;0.01;False;1.03;False;0.08;False;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR
783;0.01;False;TO;TO;0.01;False;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR
784;0.02;False;0.44;False;0.01;False;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR
785;TO;TO;0.01;True;0.01;True;0.18;True;0.138116443;0.43;True;0.386550011;ERR;ERR;ERR;ERR;ERR;ERR
786;0.0;False;0.14;False;0.05;False;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR
787;ERR;ERR;0.29;False;0.01;False;0.72;False;0.151626392;0.89;False;0.31736123899999996;ERR;ERR;ERR;ERR;ERR;ERR
788;0.02;True;0.0;True;0.0;True;0.54;True;0.21518972000000003;3.4;True;0.7579274799999998;ERR;ERR;ERR;ERR;ERR;ERR
789;0.0;True;0.0;True;0.01;True;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR
790;0.01;False;TO;TO;TO;TO;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR
791;ERR;ERR;0.01;False;0.01;False;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR
792;0.0;False;1.52;False;1.73;False;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR
793;0.01;False;0.12;False;0.19;False;0.87;False;0.20930731000000002;1.03;False;0.22881223700000008;ERR;ERR;ERR;ERR;ERR;ERR
794;0.01;False;0.21;False;0.01;False;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR
795;0.01;False;0.0;False;0.01;False;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR
796;0.01;False;0.01;False;0.01;False;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR
797;0.0;False;0.0;False;0.01;False;0.24;False;0.16896937299999998;0.33;False;0.142027954;ERR;ERR;ERR;ERR;ERR;ERR
798;0.01;False;0.48;False;0.01;False;0.35;False;0.10150586000000003;4.46;False;0.4611510980000002;ERR;ERR;ERR;ERR;ERR;ERR
799;0.01;False;0.0;True;0.01;True;8.83;True;0.21968554800000017;3.28;True;0.3650272750000001;ERR;ERR;ERR;ERR;ERR;ERR
800;0.01;False;0.28;False;0.86;False;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR
801;0.01;False;0.01;True;0.0;True;0.35;True;0.169087169;0.81;True;0.38568954899999996;ERR;ERR;ERR;ERR;ERR;ERR
802;0.01;False;0.0;False;0.0;False;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR
803;0.0;False;2.54;False;3.29;False;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR
804;0.01;False;7.75;False;6.58;False;1.3;False;0.24860363499999993;TO;TO;TO;ERR;ERR;ERR;ERR;ERR;ERR
805;0.01;False;0.01;False;0.01;False;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR
806;0.0;False;1.57;False;0.0;False;0.93;False;0.12243822000000004;1.72;False;0.19972656999999994;ERR;ERR;ERR;ERR;ERR;ERR
807;0.01;False;0.08;False;0.01;False;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR
808;0.01;False;0.01;False;0.01;False;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR
809;0.01;False;0.0;False;0.0;False;2.44;False;0.08989501199999972;1.26;False;0.08571588000000008;ERR;ERR;ERR;ERR;ERR;ERR
810;0.01;False;0.0;False;0.0;False;0.68;False;0.0002468210000000637;10.31;False;0.0002671910000007216;ERR;ERR;ERR;ERR;ERR;ERR
811;0.01;False;2.82;False;17.22;False;10.21;False;0.17672914099999915;65.42;False;0.6123906489999982;ERR;ERR;ERR;ERR;ERR;ERR
812;0.0;False;0.01;False;0.01;False;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR
813;0.0;False;0.0;False;0.01;False;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR
814;5.53;False;0.65;False;0.05;False;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR
815;0.01;False;0.0;False;0.0;False;26.87;False;0.5004722289999997;35.35;False;0.4816935419999986;ERR;ERR;ERR;ERR;ERR;ERR
816;0.01;False;0.01;False;0.01;False;0.04;False;2.8852999999995355e-05;0.03;False;2.475700000000025e-05;ERR;ERR;ERR;ERR;ERR;ERR
817;0.02;False;TO;TO;TO;TO;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR
818;0.01;False;0.0;False;0.01;False;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR
819;0.01;False;0.01;False;0.01;False;1.24;False;0.19276856600000014;4.83;False;0.17784963200000004;ERR;ERR;ERR;ERR;ERR;ERR
820;TO;TO;0.57;False;0.01;False;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR
821;ERR;ERR;TO;TO;67.56;True;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR
822;ERR;ERR;0.01;False;0.01;False;TO;TO;TO;TO;TO;TO;ERR;ERR;ERR;ERR;ERR;ERR
823;0.01;False;0.01;False;0.01;False;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR
824;0.01;False;4.42;False;0.01;False;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR
825;0.01;False;0.84;False;0.0;False;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR
826;0.02;False;0.13;False;0.16;False;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR
827;0.01;False;0.01;True;0.01;True;0.11;True;0.075659895;0.11;True;0.07627278600000001;ERR;ERR;ERR;ERR;ERR;ERR
828;0.01;False;TO;TO;TO;TO;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR
829;0.02;False;0.01;True;0.02;True;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR
830;0.01;False;0.0;False;0.0;False;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR
831;ERR;ERR;0.01;False;0.01;False;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR
832;0.02;True;0.01;False;0.01;False;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR
833;0.01;False;0.01;False;0.01;False;18.27;False;0.23773220600000045;TO;TO;TO;ERR;ERR;ERR;ERR;ERR;ERR
834;0.0;True;0.0;True;0.01;True;0.15;True;0.11142798300000001;0.18;True;0.12384365900000002;ERR;ERR;ERR;ERR;ERR;ERR
835;0.0;False;0.0;False;0.01;False;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR
836;0.01;False;0.06;False;0.08;False;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR
837;0.01;False;0.0;False;0.01;False;11.11;False;0.21811211599999858;75.59;False;0.21290967699999896;ERR;ERR;ERR;ERR;ERR;ERR
838;0.01;False;14.7;False;ERR;ERR;0.89;False;0.311231509;0.75;False;0.40498362999999993;ERR;ERR;ERR;ERR;ERR;ERR
839;0.01;False;TO;TO;ERR;ERR;8.27;False;0.22677501999999983;1.91;False;0.38450576299999994;ERR;ERR;ERR;ERR;ERR;ERR
840;ERR;ERR;0.0;True;0.01;True;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR
841;0.02;False;2.11;False;3.69;False;3.3;False;0.4380221409999998;1.34;False;0.5455633700000001;ERR;ERR;ERR;ERR;ERR;ERR
842;0.01;False;0.25;False;2.81;False;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR
843;0.0;False;TO;TO;ERR;ERR;11.18;False;0.0012630060000002885;2.39;False;0.0014199409999999801;ERR;ERR;ERR;ERR;ERR;ERR
844;0.01;False;0.01;False;0.01;False;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR
845;0.86;True;0.01;True;0.0;True;0.11;True;0.073910489;0.12;True;0.084147325;ERR;ERR;ERR;ERR;ERR;ERR
846;0.0;False;0.01;False;0.01;False;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR
847;0.01;False;0.0;False;0.01;False;TO;TO;TO;TO;TO;TO;ERR;ERR;ERR;ERR;ERR;ERR
848;0.02;False;0.0;False;0.01;False;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR
849;0.0;False;TO;TO;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR
850;TO;TO;0.15;True;0.01;True;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR
851;0.0;False;0.0;False;0.0;False;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR
852;0.01;False;6.13;False;4.0;False;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR
853;0.01;False;0.01;False;0.01;False;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR
854;0.02;True;0.01;True;0.01;True;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR
855;0.0;False;0.0;False;0.0;False;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR
856;ERR;ERR;0.01;True;0.01;True;0.13;True;0.10456232800000001;0.14;True;0.10444761600000001;ERR;ERR;ERR;ERR;ERR;ERR
857;0.01;False;0.01;False;0.01;False;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR
858;0.01;False;TO;TO;0.01;False;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR
859;0.01;False;0.01;True;0.01;True;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR
860;0.0;False;0.01;False;0.01;False;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR
861;0.0;False;16.28;False;ERR;ERR;TO;TO;TO;81.02;False;0.9095055479999985;ERR;ERR;ERR;ERR;ERR;ERR
862;0.02;False;0.02;False;0.02;False;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR
863;0.01;False;0.05;False;0.08;False;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR
864;14.96;True;0.0;True;0.01;True;14.11;True;0.36535827099999985;TO;TO;TO;ERR;ERR;ERR;ERR;ERR;ERR
865;35.47;True;0.01;True;0.01;True;0.27;True;0.223687945;0.57;True;0.48961919900000006;ERR;ERR;ERR;ERR;ERR;ERR
866;0.61;False;TO;TO;TO;TO;0.25;False;0.148345917;0.87;False;0.31486381199999997;ERR;ERR;ERR;ERR;ERR;ERR
867;0.01;False;0.01;False;0.01;False;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR
868;0.01;False;0.01;True;0.01;True;10.82;True;0.29095960000000076;15.08;True;0.4676463169999998;ERR;ERR;ERR;ERR;ERR;ERR
869;0.0;False;0.01;False;0.01;False;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR
870;ERR;ERR;0.01;False;0.01;False;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR
871;0.01;False;0.01;False;0.01;False;86.28;False;0.24806745899999783;23.24;False;0.2527230270000018;ERR;ERR;ERR;ERR;ERR;ERR
872;0.01;False;TO;TO;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR
873;0.01;False;3.33;False;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR
874;87.89;False;0.37;False;0.55;False;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR
875;0.01;False;0.01;False;0.01;False;11.44;False;0.17798993199999913;19.31;False;0.1901507759999994;ERR;ERR;ERR;ERR;ERR;ERR
876;0.01;False;0.01;True;0.01;True;0.38;True;0.11128959500000002;7.66;True;0.2846740150000002;ERR;ERR;ERR;ERR;ERR;ERR
877;0.01;False;25.39;False;0.01;False;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR
878;0.01;False;0.01;False;0.01;False;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR
879;0.01;False;0.01;False;0.0;False;TO;TO;TO;TO;TO;TO;ERR;ERR;ERR;ERR;ERR;ERR
880;0.01;False;0.01;True;0.01;True;0.25;True;0.16244710299999998;0.35;True;0.130434382;ERR;ERR;ERR;ERR;ERR;ERR
881;0.01;False;0.01;True;0.01;True;5.13;True;0.21354205600000054;7.94;True;0.4097773050000004;ERR;ERR;ERR;ERR;ERR;ERR
882;0.13;True;0.0;True;0.01;True;0.44;True;0.248658166;0.44;True;0.36098691;ERR;ERR;ERR;ERR;ERR;ERR
883;0.01;True;0.0;False;0.01;False;TO;TO;TO;TO;TO;TO;ERR;ERR;ERR;ERR;ERR;ERR
884;ERR;ERR;0.0;True;0.01;True;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR
885;0.0;True;TO;TO;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR
886;0.02;False;0.0;False;0.01;False;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR
887;0.01;False;0.97;False;1.27;False;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR
888;0.01;False;1.55;False;2.22;False;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR
889;0.0;False;0.91;False;1.28;False;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR
890;0.0;False;0.93;False;0.01;False;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR
891;0.01;False;1.45;False;1.98;False;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR
892;0.01;False;0.0;False;0.01;False;0.41;False;0.274967827;0.63;False;0.390130325;ERR;ERR;ERR;ERR;ERR;ERR
893;0.0;False;0.01;False;0.0;False;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR
894;ERR;ERR;0.0;False;0.01;False;0.05;False;7.543299999999975e-05;0.04;False;7.637499999999658e-05;ERR;ERR;ERR;ERR;ERR;ERR
895;0.0;False;0.0;False;0.0;False;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR
896;0.01;False;0.0;True;0.01;True;5.79;True;0.28937409999999986;8.15;True;0.5336548159999994;ERR;ERR;ERR;ERR;ERR;ERR
897;0.01;False;0.0;True;0.01;True;0.2;True;0.125824974;0.24;True;0.20209652699999997;ERR;ERR;ERR;ERR;ERR;ERR
898;ERR;ERR;5.27;False;0.0;False;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR
899;0.02;True;0.0;True;0.01;True;0.75;True;0.0011562849999999791;0.44;True;0.0016021050000000203;ERR;ERR;ERR;ERR;ERR;ERR
900;0.02;False;0.92;False;1.42;False;1.6;False;0.29132106300000005;4.76;False;0.5909843179999998;ERR;ERR;ERR;ERR;ERR;ERR
901;0.01;False;0.03;True;0.0;True;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR
902;0.0;False;0.01;False;0.01;False;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR
903;0.02;False;0.01;True;0.01;True;1.14;True;0.2998319380000001;2.59;True;0.6731822170000001;ERR;ERR;ERR;ERR;ERR;ERR
904;0.01;False;0.01;False;0.01;False;0.24;False;0.08005374099999998;1.9;False;0.07799931699999996;ERR;ERR;ERR;ERR;ERR;ERR
905;0.06;True;0.01;True;0.01;True;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR
906;0.01;False;0.01;False;0.0;False;2.64;False;0.17239579700000007;46.86;False;0.1693887719999978;ERR;ERR;ERR;ERR;ERR;ERR
907;0.01;False;0.01;False;0.01;False;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR;ERR
908;0.01;False;0.02;False;0.01;False;1.65;False;0.0015364760000000643;0.72;False;0.003035166000000089;ERR;ERR;ERR;ERR;ERR;ERR
